,returns,cummulative_returns,annualised_returns,std_dev,sharpe_ratio
0,,,-0.04603837318277637,0.018583906352203715,-4.091624857642462
1,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
2,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
3,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
4,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
5,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
6,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
7,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
8,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
9,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
10,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
11,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
12,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
13,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
14,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
15,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
16,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
17,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
18,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
19,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
20,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
21,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
22,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
23,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
24,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
25,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
26,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
27,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
28,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
29,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
30,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
31,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
32,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
33,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
34,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
35,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
36,0.0,1.0,-0.04603837318277637,0.018583906352203715,-4.091624857642462
37,0.01586365769600273,1.0158636576960027,-0.04603837318277637,0.018583906352203715,-4.091624857642462
38,-0.0653681864126141,0.9494584927499304,-0.04603837318277637,0.018583906352203715,-4.091624857642462
39,-0.000585234585047667,0.948902836802906,-0.04603837318277637,0.018583906352203715,-4.091624857642462
40,0.0931009656716304,1.0372466072378062,-0.04603837318277637,0.018583906352203715,-4.091624857642462
41,-0.03175927150263547,1.0043044106233532,-0.04603837318277637,0.018583906352203715,-4.091624857642462
42,0.04638465528058311,1.0508887245068865,-0.04603837318277637,0.018583906352203715,-4.091624857642462
43,-0.032437165099251986,1.0168008734491143,-0.04603837318277637,0.018583906352203715,-4.091624857642462
44,-0.013280219416675232,1.003297534746643,-0.04603837318277637,0.018583906352203715,-4.091624857642462
45,-0.07909203895488282,0.9239446870451237,-0.04603837318277637,0.018583906352203715,-4.091624857642462
46,0.07202156627524592,0.9904886305578053,-0.04603837318277637,0.018583906352203715,-4.091624857642462
47,-0.03473040950428741,0.956088554809192,-0.04603837318277637,0.018583906352203715,-4.091624857642462
48,-0.09875474861436673,0.861670269925937,-0.04603837318277637,0.018583906352203715,-4.091624857642462
49,0.11980864191710139,0.9649058147461057,-0.04603837318277637,0.018583906352203715,-4.091624857642462
50,-0.1286471012375775,0.8407734787117362,-0.04603837318277637,0.018583906352203715,-4.091624857642462
51,0.04396989918483141,0.8777422038079713,-0.04603837318277637,0.018583906352203715,-4.091624857642462
52,-0.024479921846722874,0.8562551432571819,-0.04603837318277637,0.018583906352203715,-4.091624857642462
53,-0.007662053568519567,0.8496944704812249,-0.04603837318277637,0.018583906352203715,-4.091624857642462
54,-0.06348554378531446,0.7957511549713495,-0.04603837318277637,0.018583906352203715,-4.091624857642462
55,-0.02124419510874187,0.7788460621771315,-0.04603837318277637,0.018583906352203715,-4.091624857642462
56,0.10032551074961638,0.8569841911603797,-0.04603837318277637,0.018583906352203715,-4.091624857642462
57,-0.005508746691073374,0.8522632823330227,-0.04603837318277637,0.018583906352203715,-4.091624857642462
58,0.05262307557027168,0.8971119974450011,-0.04603837318277637,0.018583906352203715,-4.091624857642462
59,-0.04140229573855081,0.8599695012161812,-0.04603837318277637,0.018583906352203715,-4.091624857642462
60,0.02853787917726125,0.8845112069380182,-0.04603837318277637,0.018583906352203715,-4.091624857642462
61,-0.002040600359433542,0.8827062730512175,-0.04603837318277637,0.018583906352203715,-4.091624857642462
62,-0.052617203179465166,0.8362607377342931,-0.04603837318277637,0.018583906352203715,-4.091624857642462
63,0.016686657041663278,0.8502151338622735,-0.04603837318277637,0.018583906352203715,-4.091624857642462
64,-0.014371354615696497,0.837996390673907,-0.04603837318277637,0.018583906352203715,-4.091624857642462
65,0.08723764657516453,0.9111012236347807,-0.04603837318277637,0.018583906352203715,-4.091624857642462
66,-0.011582531594424683,0.900548364926312,-0.04603837318277637,0.018583906352203715,-4.091624857642462
67,0.025594401615246287,0.9235973614521894,-0.04603837318277637,0.018583906352203715,-4.091624857642462
68,0.0072166417701675645,0.9302626327496618,-0.04603837318277637,0.018583906352203715,-4.091624857642462
69,0.0196275244651134,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
70,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
71,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
72,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
73,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
74,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
75,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
76,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
77,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
78,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
79,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
80,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
81,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
82,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
83,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
84,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
85,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
86,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
87,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
88,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
89,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
90,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
91,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
92,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
93,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
94,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
95,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
96,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
97,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
98,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
99,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
100,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
101,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
102,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
103,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
104,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
105,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
106,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
107,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
108,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
109,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
110,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
111,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
112,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
113,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
114,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
115,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
116,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
117,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
118,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
119,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
120,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
121,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
122,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
123,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
124,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
125,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
126,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
127,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
128,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
129,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
130,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
131,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
132,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
133,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
134,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
135,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
136,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
137,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
138,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
139,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
140,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
141,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
142,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
143,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
144,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
145,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
146,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
147,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
148,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
149,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
150,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
151,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
152,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
153,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
154,0.0,0.9485213853329366,-0.04603837318277637,0.018583906352203715,-4.091624857642462
