Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-31 00:00:00-05:00,311.7254203458798,311.88749223341785,305.74831037385866,306.70159912109375,113845600,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,308.2459280750415,310.92466717814216,308.1219958808234,308.9799499511719,69083000,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,312.7454623854951,314.5948449776897,312.41180548837565,313.689208984375,62573200,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,316.7492696233359,317.530973447395,315.2240307663291,317.31170654296875,65951100,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,318.3126878462987,318.579607564349,317.2545220801249,318.3794250488281,50359700,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,317.2735905632352,318.3889221858359,316.110577044619,316.68255615234375,64139400,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,315.7578327528353,319.113398569354,315.7196930583116,319.0466613769531,42070000,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,320.45753286897167,321.2773471867457,319.0466551198912,319.5995788574219,54864500,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,321.09622546270197,321.87792919204594,320.7149157946517,321.65869140625,43992700,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,320.1715934500595,322.3260356564314,319.8856184191554,321.3155517578125,54501900,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,321.74443823166126,321.9541628831303,320.49563251811435,321.8302307128906,64582200,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,320.79122134658,321.89703983855816,319.5519284592638,321.0009460449219,57226200,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,322.01140840148895,323.24112991747245,321.71589122241727,322.53570556640625,48814700,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,321.96370943504377,322.8216925205901,318.0933597220739,321.21063232421875,74163400,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,319.799775767564,320.12389044912584,317.04475733619233,317.9027404785156,113788200,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,308.04571348560245,317.9789650934512,306.23444174661114,307.3593444824219,161088400,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,308.8083216096624,309.44700870120164,297.1305358740072,298.0456848144531,218913200,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,299.5042391269383,303.2506567651517,296.18681304390583,296.9494323730469,194773800,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,291.19157367017334,297.0066408683979,283.6129455566406,283.6129455566406,284353500,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,275.2144950218156,283.9752216384363,272.20209884806394,282.4213562011719,384975800,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,284.28025153354844,294.7187757738712,280.7054184501593,294.65203857421875,238703600,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,295.04279291549807,299.18006154481725,283.67006800912026,286.21533203125,300139100,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,291.8207237834872,298.4746891909648,289.1610402413209,298.2458801269531,176613400,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,290.7340632724107,294.06103227060635,285.9962162092842,288.3317565917969,186366800,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,279.456574641001,284.8235946393656,276.6729879479353,283.56524658203125,228667200,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,262.4403458360317,270.9150956445129,260.6767851600801,261.42034912109375,309417300,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,271.344110152646,275.04284587977116,260.7244600461732,274.9475402832031,276444100,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,267.58815713213414,268.7702258433871,258.2268548569719,261.5442810058594,255316300,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,244.0419093639863,254.20397048714355,236.1105403275617,236.5204620361328,392220700,0.0,0.0,0.0
2020-03-13 00:00:00-04:00,250.80071659663906,258.79882262641735,236.91130802283678,256.7397155761719,329566100,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,229.91417778761678,244.8998783649318,226.27262226249016,228.6463165283203,297240000,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,233.59386418288352,244.20398695689997,225.99616638115003,240.99139404296875,262070500,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,225.21447372436523,236.76832905498645,217.3689111570362,228.789306640625,327597100,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,228.07434353612217,235.8245860715158,221.372724490572,229.27548217773438,289322000,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,232.56065039376392,234.42090781268013,219.10736355271553,219.39503479003906,347158800,1.406,0.0,0.0
2020-03-23 00:00:00-04:00,218.81011921126267,220.23886252744248,209.2882900483482,213.78550720214844,326025200,0.0,0.0,0.0
2020-03-24 00:00:00-04:00,224.78402264246085,234.06612800778677,224.18951279880986,233.15516662597656,235494500,0.0,0.0,0.0
2020-03-25 00:00:00-04:00,234.8044628706042,245.81258092158632,229.89492831200715,236.64553833007812,299430300,0.0,0.0,0.0
2020-03-26 00:00:00-04:00,239.263303084267,251.9974032270026,238.8126216054535,250.46319580078125,257632800,0.0,0.0,0.0
2020-03-27 00:00:00-04:00,242.8591776806485,250.0892346881807,240.73043103945525,243.0030059814453,224341200,0.0,0.0,0.0
2020-03-30 00:00:00-04:00,245.1893105033922,251.64266612255588,243.10851128091497,250.8947296142578,171369500,0.0,0.0,0.0
2020-03-31 00:00:00-04:00,249.8494893444339,252.50561594498768,245.6878917126453,247.15499877929688,194881100,0.0,0.0,0.0
2020-04-01 00:00:00-04:00,237.7866081865893,247.0687127661448,233.8743176247832,236.03182983398438,189554600,0.0,0.0,0.0
2020-04-02 00:00:00-04:00,235.11129035782662,242.29339913566005,234.5359479384152,241.4783477783203,177660400,0.0,0.0,0.0
2020-04-03 00:00:00-04:00,240.452342206842,242.90712403609606,235.14007393980586,237.9879913330078,135561200,0.0,0.0,0.0
2020-04-06 00:00:00-04:00,247.24130503191776,256.02478041076944,237.96879882301602,253.9727325439453,188061200,0.0,0.0,0.0
2020-04-07 00:00:00-04:00,262.93843815740354,263.72473862721347,254.00156415001427,254.231689453125,201427200,0.0,0.0,0.0
2020-04-08 00:00:00-04:00,256.94528274565573,264.65480034055673,254.34668764613286,262.7657775878906,153774500,0.0,0.0,0.0
2020-04-09 00:00:00-04:00,266.16989570312614,269.6411180255516,264.14664255762494,266.7644348144531,189999200,0.0,0.0,0.0
2020-04-13 00:00:00-04:00,265.7480011139189,266.10278735054095,260.25352581085184,264.3288269042969,114839100,0.0,0.0,0.0
2020-04-14 00:00:00-04:00,269.4301732417314,273.18902310041193,264.1850194268636,272.1246643066406,134143400,0.0,0.0,0.0
2020-04-15 00:00:00-04:00,266.1603370120338,272.26848991911373,264.1370545246891,266.342529296875,121775000,0.0,0.0,0.0
2020-04-16 00:00:00-04:00,267.67534389947696,268.51917558419984,264.42470736756985,267.6274108886719,131798300,0.0,0.0,0.0
2020-04-17 00:00:00-04:00,273.6492666984502,275.49032741205406,270.791751079944,274.85748291015625,146684800,0.0,0.0,0.0
2020-04-20 00:00:00-04:00,270.9931068272153,275.0013072818777,269.784919895882,270.0150451660156,100109300,0.0,0.0,0.0
2020-04-21 00:00:00-04:00,265.35481997478917,266.61096911845846,260.8384069259231,261.8164978027344,126385700,0.0,0.0,0.0
2020-04-22 00:00:00-04:00,266.90824014780105,269.44930424625136,265.5274299842786,267.6274108886719,92951600,0.0,0.0,0.0
2020-04-23 00:00:00-04:00,268.9602598417905,272.26845696813047,267.2917930805752,267.60821533203125,104709700,0.0,0.0,0.0
2020-04-24 00:00:00-04:00,269.1904948579792,272.0384130250498,267.05214933931063,271.3384094238281,85063200,0.0,0.0,0.0
2020-04-27 00:00:00-04:00,273.3999815990741,276.4204932716492,272.9205343728515,275.2506408691406,77896600,0.0,0.0,0.0
2020-04-28 00:00:00-04:00,279.0574238526952,279.42180838864584,273.668442275236,273.9848937988281,105270000,0.0,0.0,0.0
2020-04-29 00:00:00-04:00,279.54650449434115,282.7588068309575,278.47254736687063,281.1574401855469,118745600,0.0,0.0,0.0
2020-04-30 00:00:00-04:00,279.71906366036103,281.26289878629535,276.72731795960067,278.5396423339844,122901700,0.0,0.0,0.0
2020-05-01 00:00:00-04:00,273.58217497946504,278.7122661731766,269.9479567964953,271.165771484375,125180000,0.0,0.0,0.0
2020-05-04 00:00:00-04:00,269.1999784941993,272.23008801714707,267.6561727055948,271.9136657714844,80873200,0.0,0.0,0.0
2020-05-05 00:00:00-04:00,274.85753963046335,277.36024028473827,272.04795644308217,274.426025390625,79569900,0.0,0.0,0.0
2020-05-06 00:00:00-04:00,276.19992193065605,276.602641148668,272.1150228548877,272.5657043457031,73632600,0.0,0.0,0.0
2020-05-07 00:00:00-04:00,275.92180490984225,277.8683589572736,275.32729519039947,275.85467529296875,75250400,0.0,0.0,0.0
2020-05-08 00:00:00-04:00,279.1246149049529,280.9081740094311,277.94516405742473,280.41912841796875,76452400,0.0,0.0,0.0
2020-05-11 00:00:00-04:00,278.40537774218006,281.91493452023235,277.96429454170993,280.4765930175781,79514200,0.0,0.0,0.0
2020-05-12 00:00:00-04:00,281.7135841953458,282.1450691024941,274.74240342081157,274.8862609863281,95870800,0.0,0.0,0.0
2020-05-13 00:00:00-04:00,274.3013498650632,275.38490529873087,267.4931932725092,270.0246887207031,144721100,0.0,0.0,0.0
2020-05-14 00:00:00-04:00,267.483570497987,273.390333497689,261.7685395328356,273.256103515625,121977900,0.0,0.0,0.0
2020-05-15 00:00:00-04:00,270.76301781922893,274.5602316006377,269.7753577184565,274.5122985839844,111146300,0.0,0.0,0.0
2020-05-18 00:00:00-04:00,281.00395428161374,284.5518747879287,280.66836469742327,282.8738098144531,119703800,0.0,0.0,0.0
2020-05-19 00:00:00-04:00,282.25055701804234,284.0340864579544,279.9492164368419,279.9683837890625,95189300,0.0,0.0,0.0
2020-05-20 00:00:00-04:00,283.66009823775136,285.62581970466476,283.4203746801702,284.7244567871094,85861700,0.0,0.0,0.0
2020-05-21 00:00:00-04:00,284.5902809020963,285.43411266726474,281.6177023704838,282.7587890625,78293900,0.0,0.0,0.0
2020-05-22 00:00:00-04:00,282.46154288450884,283.47796865227093,281.1670295348085,283.2957763671875,63958200,0.0,0.0,0.0
2020-05-26 00:00:00-04:00,289.5189569780837,289.768278867177,283.31490951508,286.7861022949219,88951400,0.0,0.0,0.0
2020-05-27 00:00:00-04:00,289.70114763422555,291.09155610519633,284.6669524480058,291.0531921386719,104817400,0.0,0.0,0.0
2020-05-28 00:00:00-04:00,292.12714022148276,294.2271210621305,289.8162014660579,290.5162048339844,90405200,0.0,0.0,0.0
2020-05-29 00:00:00-04:00,290.02720163813234,292.42443771754625,287.16011665135676,291.8107604980469,119090800,0.0,0.0,0.0
2020-06-01 00:00:00-04:00,291.1394838390742,293.6230165743525,290.60250536999416,292.9901428222656,55758300,0.0,0.0,0.0
2020-06-02 00:00:00-04:00,293.94906097954146,295.46413048985204,292.5586816840769,295.4161682128906,74267200,0.0,0.0,0.0
2020-06-03 00:00:00-04:00,297.4874290419604,300.3449452705092,297.1997723887777,299.3476867675781,92567600,0.0,0.0,0.0
2020-06-04 00:00:00-04:00,298.3216777230027,300.13400251934695,296.3751229027479,298.5614013671875,75794400,0.0,0.0,0.0
2020-06-05 00:00:00-04:00,304.1900951571244,308.06400764336564,304.1229655228581,306.2133483886719,150524700,0.0,0.0,0.0
2020-06-08 00:00:00-04:00,307.05718732340154,310.11606301348655,306.4914430995767,309.9147033691406,73641200,0.0,0.0,0.0
2020-06-09 00:00:00-04:00,307.13388158473134,309.9913975893454,306.2325184578778,307.603759765625,77479200,0.0,0.0,0.0
2020-06-10 00:00:00-04:00,308.2078665429405,309.13799532860236,305.13939260218444,305.8873291015625,95000800,0.0,0.0,0.0
2020-06-11 00:00:00-04:00,298.6572766949978,299.31891624973014,287.67795208382097,288.2532653808594,209243600,0.0,0.0,0.0
2020-06-12 00:00:00-04:00,295.56954270122014,296.3750103281567,286.32581770940897,291.7052001953125,194678900,0.0,0.0,0.0
2020-06-15 00:00:00-04:00,285.7697121583239,295.6079785349116,284.54232843841544,294.42852783203125,135782700,0.0,0.0,0.0
2020-06-16 00:00:00-04:00,302.511982890263,302.6654094891245,295.0230207831814,300.0955505371094,137627500,0.0,0.0,0.0
2020-06-17 00:00:00-04:00,301.1599992894743,301.4668525492154,298.08192690924096,298.84906005859375,83398900,0.0,0.0,0.0
2020-06-18 00:00:00-04:00,297.26684833704314,299.46269534038413,296.7874011595765,298.9640808105469,80828700,0.0,0.0,0.0
2020-06-19 00:00:00-04:00,302.5814808798842,302.7837265517624,295.22327720841906,297.2554626464844,135549600,1.366,0.0,0.0
2020-06-22 00:00:00-04:00,296.6294809818765,299.5766075651812,295.4352289889291,299.1624755859375,74649400,0.0,0.0,0.0
2020-06-23 00:00:00-04:00,301.9265898409267,302.89934435858515,300.1159308698779,300.5397033691406,68471200,0.0,0.0,0.0
2020-06-24 00:00:00-04:00,298.4112579160593,299.05655727106193,290.95676446977404,292.87335205078125,132813500,0.0,0.0,0.0
2020-06-25 00:00:00-04:00,292.27620504024316,296.2924033291102,290.1669830412701,296.0130920410156,89468000,0.0,0.0,0.0
2020-06-26 00:00:00-04:00,294.86700300770633,295.0885298217453,288.37562367356986,288.98236083984375,127961000,0.0,0.0,0.0
2020-06-29 00:00:00-04:00,290.29218939899147,293.3741365121649,287.9036561379594,293.22967529296875,79773300,0.0,0.0,0.0
2020-06-30 00:00:00-04:00,292.7770360700977,298.7579955934119,292.61332313803786,296.98583984375,113394800,0.0,0.0,0.0
2020-07-01 00:00:00-04:00,298.15125182770703,300.3856836899669,297.66969475697397,299.0661926269531,72396500,0.0,0.0,0.0
2020-07-02 00:00:00-04:00,302.6489434623651,304.05511110871294,300.01966097058596,300.7131042480469,69344200,0.0,0.0,0.0
2020-07-06 00:00:00-04:00,304.7003447185249,305.962021596372,303.92022479838755,305.3552551269531,61713800,0.0,0.0,0.0
2020-07-07 00:00:00-04:00,303.74692101220063,305.8079698444024,301.81105232027164,302.2059326171875,82910000,0.0,0.0,0.0
2020-07-08 00:00:00-04:00,303.0052988983104,304.63296400348804,301.16577691715105,304.51739501953125,54638600,0.0,0.0,0.0
2020-07-09 00:00:00-04:00,305.153035160927,305.4034542054574,299.22024941474086,302.7837829589844,83354200,0.0,0.0,0.0
2020-07-10 00:00:00-04:00,302.7163837260435,306.15470804107434,301.2235686608162,305.8753967285156,57550400,0.0,0.0,0.0
2020-07-13 00:00:00-04:00,308.32168790360396,310.80650907811633,302.54300393394976,303.226806640625,102997500,0.0,0.0,0.0
2020-07-14 00:00:00-04:00,301.7436159766446,307.9653538166281,300.4915794855513,307.1563415527344,93657000,0.0,0.0,0.0
2020-07-15 00:00:00-04:00,310.5175824453326,311.1243489566618,307.493390433916,309.9782409667969,87196500,0.0,0.0,0.0
2020-07-16 00:00:00-04:00,307.9942833076559,309.42931399063383,307.32009164359425,308.9573974609375,54622500,0.0,0.0,0.0
2020-07-17 00:00:00-04:00,310.0070985730935,310.6716494977357,307.946020773907,309.8529968261719,62774900,0.0,0.0,0.0
2020-07-20 00:00:00-04:00,309.5737638258569,313.13729781842875,308.7936437418031,312.357177734375,56308800,0.0,0.0,0.0
2020-07-21 00:00:00-04:00,314.4085845424194,314.87086046260526,311.9911589394535,313.0216979980469,57292200,0.0,0.0,0.0
2020-07-22 00:00:00-04:00,312.64610057594115,315.1309514621835,312.5305315843783,314.803466796875,57792900,0.0,0.0,0.0
2020-07-23 00:00:00-04:00,314.42784193318056,315.15981800926744,309.6219122771767,311.04730224609375,75738000,0.0,0.0,0.0
2020-07-24 00:00:00-04:00,309.11143137763946,310.1130487149404,307.4741259198166,309.04400634765625,73766600,0.0,0.0,0.0
2020-07-27 00:00:00-04:00,309.7664120222037,311.4807540515414,308.9381185607062,311.2977600097656,48293000,0.0,0.0,0.0
2020-07-28 00:00:00-04:00,310.5368373836468,311.7022264761287,309.0151302087396,309.3233337402344,57495000,0.0,0.0,0.0
2020-07-29 00:00:00-04:00,310.2382824606506,313.7151393458944,310.1997496702357,313.12762451171875,48454200,0.0,0.0,0.0
2020-07-30 00:00:00-04:00,310.0264546316574,312.443880675405,307.8498365294576,312.0104675292969,61861700,0.0,0.0,0.0
2020-07-31 00:00:00-04:00,313.8788566697952,314.5819404931654,309.477418496237,314.4759826660156,84986800,0.0,0.0,0.0
2020-08-03 00:00:00-04:00,316.20959720482256,317.4616336546753,315.641363468849,316.6622619628906,53077900,0.0,0.0,0.0
2020-08-04 00:00:00-04:00,315.76654392401036,317.8854064941406,315.76654392401036,317.8854064941406,41917900,0.0,0.0,0.0
2020-08-05 00:00:00-04:00,319.24336360260065,320.12944131747025,318.96405234362277,319.8597412109375,42697700,0.0,0.0,0.0
2020-08-06 00:00:00-04:00,319.25301261251775,322.1230732817692,318.9159168623166,321.99786376953125,43679400,0.0,0.0,0.0
2020-08-07 00:00:00-04:00,320.9866092251287,322.5275973905994,320.0427469932005,322.2290344238281,57308300,0.0,0.0,0.0
2020-08-10 00:00:00-04:00,322.70094117716974,323.38474381684887,320.6783961075698,323.192138671875,44282100,0.0,0.0,0.0
2020-08-11 00:00:00-04:00,324.4249826738342,325.08953373823095,319.7635140687868,320.52435302734375,69601100,0.0,0.0,0.0
2020-08-12 00:00:00-04:00,323.067027229365,325.80226801027,323.03813497925347,324.9932556152344,53774400,0.0,0.0,0.0
2020-08-13 00:00:00-04:00,324.19381441159123,325.7733356014114,323.4425866093841,324.40570068359375,41816100,0.0,0.0,0.0
2020-08-14 00:00:00-04:00,324.0012427152097,324.97399743609986,323.240374288219,324.4153747558594,47260400,0.0,0.0,0.0
2020-08-17 00:00:00-04:00,325.47475406131144,325.8599937906828,324.4249633072139,325.44586181640625,35481000,0.0,0.0,0.0
2020-08-18 00:00:00-04:00,325.8600044484186,326.5919805324996,324.19380655930553,326.1489562988281,38733900,0.0,0.0,0.0
2020-08-19 00:00:00-04:00,326.5437691025464,327.08311055677194,324.2034092859705,324.7909240722656,68054200,0.0,0.0,0.0
2020-08-20 00:00:00-04:00,322.9899096529691,326.30302429481,322.8550889714507,325.8022155761719,42207800,0.0,0.0,0.0
2020-08-21 00:00:00-04:00,325.45552168682605,327.18911526788764,325.0991447892917,326.9579772949219,55106600,0.0,0.0,0.0
2020-08-24 00:00:00-04:00,329.5005787604024,330.3481238391382,326.9290806698698,330.2710876464844,48588700,0.0,0.0,0.0
2020-08-25 00:00:00-04:00,330.85855459135854,331.51346506392616,329.64502153367204,331.4267883300781,38463400,0.0,0.0,0.0
2020-08-26 00:00:00-04:00,332.0432245007288,335.0288546790316,331.474990712216,334.74957275390625,50790200,0.0,0.0,0.0
2020-08-27 00:00:00-04:00,335.65488921566606,336.99360247032666,333.7479128028258,335.48150634765625,58034100,0.0,0.0,0.0
2020-08-28 00:00:00-04:00,336.55059425990277,337.7833791351734,335.3081688381979,337.6485290527344,48588900,0.0,0.0,0.0
2020-08-31 00:00:00-04:00,337.4270008085722,338.34194148706763,336.1845755003169,336.42535400390625,66099200,0.0,0.0,0.0
2020-09-01 00:00:00-04:00,337.2921679383917,339.69995309706877,336.3579461211486,339.5940246582031,54908700,0.0,0.0,0.0
2020-09-02 00:00:00-04:00,341.5876859044801,345.5171784439602,340.3934044510256,344.50592041015625,69540000,0.0,0.0,0.0
2020-09-03 00:00:00-04:00,342.7433794340571,343.23457698657097,329.9532265047619,332.64996337890625,148011100,0.0,0.0,0.0
2020-09-04 00:00:00-04:00,333.36264334490477,334.99991945977354,322.51797063059024,329.9339599609375,139156300,0.0,0.0,0.0
2020-09-08 00:00:00-04:00,324.29018077574796,330.0014704380134,320.6014662457118,320.9192810058594,114465300,0.0,0.0,0.0
2020-09-09 00:00:00-04:00,325.09913530663283,329.8280288116836,324.1938057497118,327.25653076171875,91462300,0.0,0.0,0.0
2020-09-10 00:00:00-04:00,329.2116449217741,329.8954476536165,320.5725108935046,321.57415771484375,90569500,0.0,0.0,0.0
2020-09-11 00:00:00-04:00,323.4329746935126,324.54054999786376,318.7907578126956,321.7378845214844,84680200,0.0,0.0,0.0
2020-09-14 00:00:00-04:00,325.04133366651064,327.82474722787737,321.8919614752329,325.9755554199219,65605700,0.0,0.0,0.0
2020-09-15 00:00:00-04:00,328.5374688129774,329.4042656027596,325.985222390654,327.6225280761719,52920900,0.0,0.0,0.0
2020-09-16 00:00:00-04:00,328.9130751825799,330.405890142325,326.0333443042388,326.3222961425781,82096000,0.0,0.0,0.0
2020-09-17 00:00:00-04:00,321.25634098957875,325.2436475231407,320.70735889143725,323.4522399902344,91523300,0.0,0.0,0.0
2020-09-18 00:00:00-04:00,324.2925517433735,324.40858336014315,317.1369834500986,319.72845458984375,105877900,1.339,0.0,0.0
2020-09-21 00:00:00-04:00,314.94197280625036,316.32473208635366,311.10310277361214,316.1700134277344,99450800,0.0,0.0,0.0
2020-09-22 00:00:00-04:00,317.71714593866693,319.9701716784302,315.0966375922256,319.3899841308594,63612100,0.0,0.0,0.0
2020-09-23 00:00:00-04:00,319.9701483828635,320.2602568903097,311.46083000323114,311.9830017089844,93112200,0.0,0.0,0.0
2020-09-24 00:00:00-04:00,310.6098863248594,316.00556214927616,309.2367769054827,312.8145751953125,76681300,0.0,0.0,0.0
2020-09-25 00:00:00-04:00,311.92494141488527,318.69372646291566,311.01601742866006,317.871826171875,71069400,0.0,0.0,0.0
2020-09-28 00:00:00-04:00,322.2135278084508,323.89604503345646,321.17886352223036,323.1514892578125,64584600,0.0,0.0,0.0
2020-09-29 00:00:00-04:00,322.93875844089797,323.7123221253155,320.6663745422725,321.3916015625,51304000,0.0,0.0,0.0
2020-09-30 00:00:00-04:00,322.08780666210623,327.11605892063363,321.884751367959,323.828369140625,104081100,0.0,0.0,0.0
2020-10-01 00:00:00-04:00,326.5359033667931,327.55120944639975,323.9444324228037,325.9073791503906,88698700,0.0,0.0,0.0
2020-10-02 00:00:00-04:00,320.7437198980304,325.8783243807393,320.25055612537193,322.8130187988281,89431100,0.0,0.0,0.0
2020-10-05 00:00:00-04:00,324.95970781027575,328.73088226207125,324.9113711480273,328.5375061035156,45713100,0.0,0.0,0.0
2020-10-06 00:00:00-04:00,328.6825838341888,330.86794419797064,323.33524404484257,323.8670654296875,90128900,0.0,0.0,0.0
2020-10-07 00:00:00-04:00,326.9517333904416,330.3458058903265,326.9227254848686,329.5045471191406,56999600,0.0,0.0,0.0
2020-10-08 00:00:00-04:00,331.52543874544176,332.492408069763,330.56811904786167,332.4247131347656,45242500,0.0,0.0,0.0
2020-10-09 00:00:00-04:00,334.14594228034036,335.8768257626837,333.4980893100673,335.3933410644531,59528600,0.0,0.0,0.0
2020-10-12 00:00:00-04:00,338.0428120477475,342.3264791925722,337.53031947183797,340.78900146484375,80388500,0.0,0.0,0.0
2020-10-13 00:00:00-04:00,340.6439500549462,340.82767658607196,337.55931557075473,338.5649719238281,73255500,0.0,0.0,0.0
2020-10-14 00:00:00-04:00,339.1645748782779,340.3055918825283,335.67382891368914,336.4377136230469,57727900,0.0,0.0,0.0
2020-10-15 00:00:00-04:00,332.35702847082626,336.5246640266811,331.7961992295955,336.0218505859375,60357700,0.0,0.0,0.0
2020-10-16 00:00:00-04:00,337.43357821127654,339.16446141603353,335.6350295868876,335.8187561035156,89501900,0.0,0.0,0.0
2020-10-19 00:00:00-04:00,337.13385691969944,337.79138899334504,329.77523435383637,330.71319580078125,68425600,0.0,0.0,0.0
2020-10-20 00:00:00-04:00,332.11524738713683,335.4222951769167,331.32235503645734,332.03790283203125,60051900,0.0,0.0,0.0
2020-10-21 00:00:00-04:00,331.98955127326644,334.2522853661155,331.0902769214904,331.4093933105469,63575000,0.0,0.0,0.0
2020-10-22 00:00:00-04:00,331.63177101820605,333.836459763064,329.3980743757669,333.2272644042969,55399300,0.0,0.0,0.0
2020-10-23 00:00:00-04:00,334.50371260168384,334.5617284040762,331.7962101248308,334.3586730957031,49143900,0.0,0.0,0.0
2020-10-26 00:00:00-04:00,330.8292351649778,331.6511650311056,324.5342551253991,328.17974853515625,91473000,0.0,0.0,0.0
2020-10-27 00:00:00-04:00,328.5375114030803,328.8856061998325,326.82595679036154,327.0483703613281,65994100,0.0,0.0,0.0
2020-10-28 00:00:00-04:00,321.13055534630274,327.0774114711377,315.357746637516,315.8702392578125,127094300,0.0,0.0,0.0
2020-10-29 00:00:00-04:00,316.1119330958365,322.3875543242461,314.3520419115275,319.0805358886719,90597700,0.0,0.0,0.0
2020-10-30 00:00:00-04:00,317.43672882017904,318.8001592813366,311.9443494445633,315.75421142578125,120287300,0.0,0.0,0.0
2020-11-02 00:00:00-05:00,319.2932434082031,321.3818709233335,316.4309933135048,319.2932434082031,86068300,0.0,0.0,0.0
2020-11-03 00:00:00-05:00,322.66798994612367,327.07736761889055,319.380300208999,324.9306945800781,93294200,0.0,0.0,0.0
2020-11-04 00:00:00-05:00,329.60115719550663,336.44731669225604,328.37311674922165,332.1926574707031,126959700,0.0,0.0,0.0
2020-11-05 00:00:00-05:00,337.70438679263987,340.55695835163493,337.3369336958674,338.6713562011719,82039700,0.0,0.0,0.0
