Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02 00:00:00-05:00,306.1173048963385,307.39461286162043,305.1616843881899,307.37567138671875,59151200,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,303.8654695027994,306.2119313727075,303.80870282543225,305.04815673828125,77709700,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,303.23151929820773,306.29706407373715,303.10851521279903,306.2119140625,55653900,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,305.625314816108,306.1173312186659,304.88731908647316,305.3509521484375,40496400,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,305.54963699633925,308.2366991241438,305.2941869297734,306.97833251953125,68296000,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,308.5961798369824,309.1354920786981,307.99063018855855,309.0597839355469,48473300,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,309.6653121835333,309.8261414467712,307.68786297476373,308.1703796386719,53029300,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,308.8138037509123,310.2992367840939,308.36911225234047,310.289794921875,47086800,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,309.8356850627687,310.9237515891895,309.23960605177086,309.8167724609375,62832800,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,309.72214436717627,311.30219837159433,309.6369943496508,310.51690673828125,72056600,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,311.9455801977661,313.0998840332031,311.7090427632437,313.0998840332031,54050300,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,313.8378949270284,314.29202834389594,313.03366183572547,314.0744323730469,95846000,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,313.080927001925,314.2919974515333,313.0052477312857,313.4593811035156,77742400,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,314.34878241464645,315.0205695238222,313.3364241306779,313.49725341796875,48914900,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,312.8254812932716,314.28255992239264,311.67117749927655,313.8567810058594,51963000,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,314.53808731861767,314.6232373480303,309.73162946983047,311.0657043457031,87578400,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,305.63474572837134,307.61219519658886,305.28467494859956,306.0794372558594,84062500,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,307.5553952485089,310.19516079094694,306.1740248787357,309.286865234375,63834000,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,310.69666593959323,310.93320338197685,308.82327900120316,309.03143310546875,53888900,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,306.8931082857648,310.2519571049688,306.1172874623688,310.0343322753906,75491800,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,309.39098420110923,309.55184237155004,303.45863535746986,304.40478515625,113845600,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,305.9374907994569,308.59616896862804,305.8144867268156,306.666015625,69083000,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,310.4033174397211,312.23885004011066,310.0721592928929,311.3399963378906,62573200,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,314.3771998588126,315.1530496646192,312.8633832001291,314.9354248046875,65951100,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,315.92887977240696,316.1938005585791,314.87863849116025,315.9951171875,50359700,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,314.8976435244447,316.00462283237187,313.7433393929563,314.31103515625,64139400,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,313.39311955769705,316.7235555122126,313.355265491682,316.6573181152344,42070000,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,318.0577057642358,318.8713806956049,316.6573937292248,317.2061767578125,54864500,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,318.6916241388999,319.46747390400094,318.31316999408494,319.2498779296875,43992700,0.0,0.0,0.0
